국적,관광,상용,공용,유학/연수,기타,계,기준년월,대륙,관광객 비율(%),전체비율(%)
파키스탄,253,206,5,23,275,762,2012-07,아시아,33.2,0.0
방글라데시,158,122,41,18,361,700,2012-07,아시아,22.6,0.0
캄보디아,422,42,24,26,658,1172,2012-07,아시아,36.0,0.1
몽골,3229,325,15,336,611,4516,2012-07,아시아,71.5,0.4
중국,258907,6041,707,4484,52778,322917,2012-07,아시아,80.2,31.9
이란,184,315,0,19,31,549,2012-07,아시아,33.5,0.0
이스라엘,953,4,13,0,48,1018,2012-07,아시아,93.6,0.1
터키,1002,9,4,9,699,1723,2012-07,아시아,58.2,0.1
우즈베키스탄,857,912,0,21,1372,3162,2012-07,아시아,27.1,0.1
카자흐스탄,645,112,5,9,276,1047,2012-07,아시아,61.6,0.1
GCC,1208,36,4,19,53,1320,2012-07,아시아,91.5,0.1
아시아 기타,1559,497,112,69,745,2982,2012-07,아시아,52.3,0.2
미국,47718,481,1602,122,11932,61855,2012-07,아메리카,77.1,5.9
캐나다,8209,77,12,25,2753,11076,2012-07,아메리카,74.1,1.0
멕시코,673,17,1,17,215,923,2012-07,아메리카,72.9,0.1
브라질,836,50,1,10,278,1175,2012-07,아메리카,71.1,0.1
미주 기타,1222,15,28,35,479,1779,2012-07,아메리카,68.7,0.2
영국,6837,352,5,13,1125,8332,2012-07,유럽,82.1,0.8
독일,6697,175,9,55,1831,8767,2012-07,유럽,76.4,0.8
프랑스,5204,199,20,61,963,6447,2012-07,유럽,80.7,0.6
네덜란드,1929,59,0,6,536,2530,2012-07,유럽,76.2,0.2
스웨덴,929,44,8,8,158,1147,2012-07,유럽,81.0,0.1
스위스,1092,14,0,8,81,1195,2012-07,유럽,91.4,0.1
이탈리아,1981,33,11,11,458,2494,2012-07,유럽,79.4,0.2
덴마크,591,43,2,7,94,737,2012-07,유럽,80.2,0.1
노르웨이,764,164,0,3,94,1025,2012-07,유럽,74.5,0.1
벨기에,665,30,0,0,117,812,2012-07,유럽,81.9,0.1
오스트리아,773,4,0,11,163,951,2012-07,유럽,81.3,0.1
스페인,1351,11,1,18,230,1611,2012-07,유럽,83.9,0.2
그리스,488,32,0,0,255,775,2012-07,유럽,63.0,0.1
포르투갈,809,4,0,2,67,882,2012-07,유럽,91.7,0.1
핀란드,387,14,1,7,235,644,2012-07,유럽,60.1,0.0
아일랜드,422,17,1,1,127,568,2012-07,유럽,74.3,0.1
우크라이나,537,139,1,7,1664,2348,2012-07,유럽,22.9,0.1
러시아,7365,608,18,51,6418,14460,2012-07,유럽,50.9,0.9
크로아티아,198,13,0,1,287,499,2012-07,유럽,39.7,0.0
루마니아,364,13,0,1,456,834,2012-07,유럽,43.6,0.0
불가리아,148,3,1,1,402,555,2012-07,유럽,26.7,0.0
폴란드,677,5,0,6,406,1094,2012-07,유럽,61.9,0.1
구주 기타,1797,61,2,21,621,2502,2012-07,유럽,71.8,0.2
오스트레일리아,9283,296,25,17,1183,10804,2012-07,오세아니아,85.9,1.1
뉴질랜드,2291,32,2,2,452,2779,2012-07,오세아니아,82.4,0.3
대양주 기타,535,2,23,2,171,733,2012-07,오세아니아,73.0,0.1
남아프리카공화국,436,24,1,1,249,711,2012-07,아프리카,61.3,0.1
아프리카 기타,1394,750,98,109,711,3062,2012-07,아프리카,45.5,0.2
국적미상,4,0,0,0,1,5,2012-07,기타대륙,80.0,0.0
교포,0,0,0,0,28678,28678,2012-07,교포,0.0,0.0
일본,334318,1940,132,1456,9104,346950,2012-08,아시아,96.4,39.1
대만,53406,66,3,367,899,54741,2012-08,아시아,97.6,6.2
홍콩,32838,43,0,134,817,33832,2012-08,아시아,97.1,3.8
마카오,2860,0,0,6,3,2869,2012-08,아시아,99.7,0.3
태국,14894,28,30,160,5603,20715,2012-08,아시아,71.9,1.7
말레이시아,7740,73,1,302,1499,9615,2012-08,아시아,80.5,0.9
필리핀,5907,158,64,173,19545,25847,2012-08,아시아,22.9,0.7
인도네시아,12024,299,19,371,4581,17294,2012-08,아시아,69.5,1.4
싱가포르,6268,114,4,236,1501,8123,2012-08,아시아,77.2,0.7
미얀마,898,42,0,58,3532,4530,2012-08,아시아,19.8,0.1
베트남,4874,444,37,558,3254,9167,2012-08,아시아,53.2,0.6
인도,1840,1755,7,159,4397,8158,2012-08,아시아,22.6,0.2
스리랑카,204,11,3,50,727,995,2012-08,아시아,20.5,0.0
파키스탄,194,117,4,124,207,646,2012-08,아시아,30.0,0.0
방글라데시,160,74,40,76,316,666,2012-08,아시아,24.0,0.0
캄보디아,448,71,12,95,506,1132,2012-08,아시아,39.6,0.1
몽골,3218,420,12,991,897,5538,2012-08,아시아,58.1,0.4
중국,268988,5263,233,21549,63032,359065,2012-08,아시아,74.9,31.5
이란,336,265,1,44,43,689,2012-08,아시아,48.8,0.0
이스라엘,942,3,5,8,61,1019,2012-08,아시아,92.4,0.1
터키,714,19,1,91,683,1508,2012-08,아시아,47.3,0.1
우즈베키스탄,736,848,0,103,1523,3210,2012-08,아시아,22.9,0.1
카자흐스탄,599,87,4,254,272,1216,2012-08,아시아,49.3,0.1
GCC,960,30,24,119,91,1224,2012-08,아시아,78.4,0.1
아시아 기타,1248,351,58,246,768,2671,2012-08,아시아,46.7,0.1
미국,38228,540,1645,724,16990,58127,2012-08,아메리카,65.8,4.5
캐나다,6552,75,12,83,4635,11357,2012-08,아메리카,57.7,0.8
멕시코,528,22,4,63,255,872,2012-08,아메리카,60.6,0.1
브라질,683,67,6,122,323,1201,2012-08,아메리카,56.9,0.1
미주 기타,1131,18,13,123,1172,2457,2012-08,아메리카,46.0,0.1
영국,6248,393,7,39,2408,9095,2012-08,유럽,68.7,0.7
독일,5847,199,20,451,1963,8480,2012-08,유럽,69.0,0.7
프랑스,4962,290,49,575,1328,7204,2012-08,유럽,68.9,0.6
네덜란드,1574,64,1,118,472,2229,2012-08,유럽,70.6,0.2
스웨덴,787,67,8,131,179,1172,2012-08,유럽,67.2,0.1
스위스,775,15,0,44,108,942,2012-08,유럽,82.3,0.1
이탈리아,1601,31,8,61,807,2508,2012-08,유럽,63.8,0.2
덴마크,450,60,0,53,94,657,2012-08,유럽,68.5,0.1
노르웨이,648,261,0,43,160,1112,2012-08,유럽,58.3,0.1
벨기에,492,24,2,20,136,674,2012-08,유럽,73.0,0.1
오스트리아,589,9,0,50,211,859,2012-08,유럽,68.6,0.1
스페인,1320,12,10,117,286,1745,2012-08,유럽,75.6,0.2
그리스,320,58,0,3,242,623,2012-08,유럽,51.4,0.0
포르투갈,1049,5,1,14,79,1148,2012-08,유럽,91.4,0.1
핀란드,412,17,1,112,262,804,2012-08,유럽,51.2,0.0
아일랜드,333,13,0,1,412,759,2012-08,유럽,43.9,0.0
우크라이나,406,93,0,54,1436,1989,2012-08,유럽,20.4,0.0
러시아,6824,633,52,299,5626,13434,2012-08,유럽,50.8,0.8
크로아티아,191,22,0,2,356,571,2012-08,유럽,33.5,0.0
루마니아,304,21,1,21,599,946,2012-08,유럽,32.1,0.0
불가리아,144,1,0,17,414,576,2012-08,유럽,25.0,0.0
폴란드,632,22,0,45,483,1182,2012-08,유럽,53.5,0.1
구주 기타,1234,62,10,158,680,2144,2012-08,유럽,57.6,0.1
오스트레일리아,9865,282,30,58,2334,12569,2012-08,오세아니아,78.5,1.2
뉴질랜드,2121,30,0,7,586,2744,2012-08,오세아니아,77.3,0.2
대양주 기타,521,1,2,4,216,744,2012-08,오세아니아,70.0,0.1
남아프리카공화국,467,15,0,6,919,1407,2012-08,아프리카,33.2,0.1
아프리카 기타,895,494,56,289,584,2318,2012-08,아프리카,38.6,0.1
국적미상,3,4,1,0,1,9,2012-08,기타대륙,33.3,0.0
교포,0,0,0,0,27233,27233,2012-08,교포,0.0,0.0
일본,301543,1349,125,916,4949,308882,2012-09,아시아,97.6,39.3
대만,46265,38,0,159,3167,49629,2012-09,아시아,93.2,6.0
홍콩,25114,34,0,62,807,26017,2012-09,아시아,96.5,3.3
마카오,1438,0,0,4,1,1443,2012-09,아시아,99.7,0.2
태국,21820,31,32,70,5369,27322,2012-09,아시아,79.9,2.8
말레이시아,11409,56,6,161,1527,13159,2012-09,아시아,86.7,1.5
필리핀,8211,180,49,67,21187,29694,2012-09,아시아,27.7,1.1
인도네시아,5869,463,27,126,5159,11644,2012-09,아시아,50.4,0.8
싱가포르,9159,128,8,28,1406,10729,2012-09,아시아,85.4,1.2
미얀마,1053,38,3,21,4051,5166,2012-09,아시아,20.4,0.1
베트남,4493,448,32,391,2616,7980,2012-09,아시아,56.3,0.6
인도,2011,2134,14,67,4812,9038,2012-09,아시아,22.3,0.3
스리랑카,362,20,13,21,654,1070,2012-09,아시아,33.8,0.0
파키스탄,257,277,3,141,236,914,2012-09,아시아,28.1,0.0
방글라데시,202,109,21,43,305,680,2012-09,아시아,29.7,0.0
캄보디아,500,53,7,39,276,875,2012-09,아시아,57.1,0.1
몽골,3414,355,10,725,638,5142,2012-09,아시아,66.4,0.4
중국,203857,5627,338,11443,62137,283402,2012-09,아시아,71.9,26.6
이란,244,312,4,40,15,615,2012-09,아시아,39.7,0.0
이스라엘,993,4,3,2,54,1056,2012-09,아시아,94.0,0.1
터키,977,19,3,38,788,1825,2012-09,아시아,53.5,0.1
우즈베키스탄,886,910,0,73,1660,3529,2012-09,아시아,25.1,0.1
카자흐스탄,407,105,1,50,216,779,2012-09,아시아,52.2,0.1
GCC,900,72,43,107,57,1179,2012-09,아시아,76.3,0.1
아시아 기타,1435,691,150,120,661,3057,2012-09,아시아,46.9,0.2
미국,45164,484,1175,42,10954,57819,2012-09,아메리카,78.1,5.9
캐나다,7637,63,16,14,2744,10474,2012-09,아메리카,72.9,1.0
멕시코,700,8,1,12,205,926,2012-09,아메리카,75.6,0.1
브라질,943,35,4,6,266,1254,2012-09,아메리카,75.2,0.1
미주 기타,1928,26,9,29,1240,3232,2012-09,아메리카,59.7,0.3
영국,7134,332,2,16,1220,8704,2012-09,유럽,82.0,0.9
독일,6981,170,10,58,1699,8918,2012-09,유럽,78.3,0.9
프랑스,4816,200,12,55,1095,6178,2012-09,유럽,78.0,0.6
네덜란드,1834,60,1,8,504,2407,2012-09,유럽,76.2,0.2
스웨덴,1092,43,1,24,138,1298,2012-09,유럽,84.1,0.1
스위스,990,5,1,7,59,1062,2012-09,유럽,93.2,0.1
이탈리아,1903,30,12,10,668,2623,2012-09,유럽,72.6,0.2
덴마크,701,69,2,2,82,856,2012-09,유럽,81.9,0.1
노르웨이,899,231,0,6,86,1222,2012-09,유럽,73.6,0.1
벨기에,652,23,0,5,104,784,2012-09,유럽,83.2,0.1
오스트리아,736,3,0,3,163,905,2012-09,유럽,81.3,0.1
스페인,1207,8,3,22,262,1502,2012-09,유럽,80.4,0.2
그리스,331,31,1,1,285,649,2012-09,유럽,51.0,0.0
포르투갈,616,3,2,0,85,706,2012-09,유럽,87.3,0.1
핀란드,588,12,0,7,245,852,2012-09,유럽,69.0,0.1
아일랜드,409,17,0,2,135,563,2012-09,유럽,72.6,0.1
우크라이나,547,87,3,13,1643,2293,2012-09,유럽,23.9,0.1
러시아,6314,637,18,109,5913,12991,2012-09,유럽,48.6,0.8
크로아티아,200,8,0,1,352,561,2012-09,유럽,35.7,0.0
루마니아,361,14,0,2,679,1056,2012-09,유럽,34.2,0.0
불가리아,226,7,0,7,486,726,2012-09,유럽,31.1,0.0
폴란드,698,10,0,6,487,1201,2012-09,유럽,58.1,0.1
구주 기타,1994,75,12,30,752,2863,2012-09,유럽,69.6,0.3
오스트레일리아,10860,338,60,8,1150,12416,2012-09,오세아니아,87.5,1.4
뉴질랜드,2318,29,3,0,359,2709,2012-09,오세아니아,85.6,0.3
대양주 기타,560,0,7,5,166,738,2012-09,오세아니아,75.9,0.1
남아프리카공화국,600,16,0,5,287,908,2012-09,아프리카,66.1,0.1
아프리카 기타,1588,725,71,124,495,3003,2012-09,아프리카,52.9,0.2
국적미상,9,1,0,0,0,10,2012-09,기타대륙,90.0,0.0
교포,0,0,0,0,27726,27726,2012-09,교포,0.0,0.0
일본,259529,2317,463,409,7014,269732,2012-10,아시아,96.2,32.7
대만,47538,56,6,52,921,48573,2012-10,아시아,97.9,6.0
홍콩,35668,23,0,37,857,36585,2012-10,아시아,97.5,4.5
마카오,1984,0,0,2,3,1989,2012-10,아시아,99.7,0.3
태국,39261,36,59,36,6140,45532,2012-10,아시아,86.2,5.0
말레이시아,16242,84,4,45,1518,17893,2012-10,아시아,90.8,2.0
필리핀,10894,213,72,35,22110,33324,2012-10,아시아,32.7,1.4
인도네시아,7214,532,25,42,5121,12934,2012-10,아시아,55.8,0.9
싱가포르,13140,142,5,38,1412,14737,2012-10,아시아,89.2,1.7
미얀마,1147,29,39,12,4275,5502,2012-10,아시아,20.8,0.1
베트남,5368,602,87,192,3143,9392,2012-10,아시아,57.2,0.7
인도,2471,2478,27,42,4413,9431,2012-10,아시아,26.2,0.3
스리랑카,332,27,9,7,610,985,2012-10,아시아,33.7,0.0
파키스탄,270,197,3,20,246,736,2012-10,아시아,36.7,0.0
방글라데시,228,111,62,24,369,794,2012-10,아시아,28.7,0.0
캄보디아,552,38,15,15,445,1065,2012-10,아시아,51.8,0.1
몽골,4195,431,31,204,572,5433,2012-10,아시아,77.2,0.5
중국,204866,6574,584,4612,62804,279440,2012-10,아시아,73.3,25.8
이란,310,325,2,8,29,674,2012-10,아시아,46.0,0.0
이스라엘,1123,1,13,3,49,1189,2012-10,아시아,94.4,0.1
터키,1194,16,25,6,600,1841,2012-10,아시아,64.9,0.2
우즈베키스탄,996,1078,0,20,1575,3669,2012-10,아시아,27.1,0.1
카자흐스탄,791,133,8,12,255,1199,2012-10,아시아,66.0,0.1
GCC,1459,68,39,28,93,1687,2012-10,아시아,86.5,0.2
아시아 기타,1713,602,116,27,622,3080,2012-10,아시아,55.6,0.2
미국,54335,707,1044,124,15003,71213,2012-10,아메리카,76.3,6.9
캐나다,9106,69,3,6,3799,12983,2012-10,아메리카,70.1,1.1
멕시코,935,20,3,13,283,1254,2012-10,아메리카,74.6,0.1
브라질,1308,29,4,26,442,1809,2012-10,아메리카,72.3,0.2
미주 기타,1821,31,17,26,1128,3023,2012-10,아메리카,60.2,0.2
영국,10359,404,4,6,2197,12970,2012-10,유럽,79.9,1.3
독일,8647,205,9,107,1872,10840,2012-10,유럽,79.8,1.1
프랑스,5535,252,28,122,1126,7063,2012-10,유럽,78.4,0.7
네덜란드,2117,86,0,30,587,2820,2012-10,유럽,75.1,0.3
스웨덴,1433,60,8,40,142,1683,2012-10,유럽,85.1,0.2
스위스,1229,13,0,18,134,1394,2012-10,유럽,88.2,0.2
이탈리아,2688,39,9,11,947,3694,2012-10,유럽,72.8,0.3
덴마크,777,61,3,14,85,940,2012-10,유럽,82.7,0.1
노르웨이,1186,308,0,16,165,1675,2012-10,유럽,70.8,0.1
벨기에,892,28,2,7,251,1180,2012-10,유럽,75.6,0.1
오스트리아,826,8,1,15,236,1086,2012-10,유럽,76.1,0.1
스페인,1419,13,5,25,284,1746,2012-10,유럽,81.3,0.2
그리스,440,39,0,0,349,828,2012-10,유럽,53.1,0.1
포르투갈,770,6,1,4,126,907,2012-10,유럽,84.9,0.1
핀란드,787,12,1,17,268,1085,2012-10,유럽,72.5,0.1
아일랜드,458,18,1,0,227,704,2012-10,유럽,65.1,0.1
우크라이나,570,186,0,2,1773,2531,2012-10,유럽,22.5,0.1
러시아,7110,1113,25,17,7016,15281,2012-10,유럽,46.5,0.9
크로아티아,229,20,0,0,304,553,2012-10,유럽,41.4,0.0
루마니아,342,17,0,1,607,967,2012-10,유럽,35.4,0.0
불가리아,194,5,0,1,419,619,2012-10,유럽,31.3,0.0
폴란드,903,24,0,8,482,1417,2012-10,유럽,63.7,0.1
구주 기타,2131,102,4,20,867,3124,2012-10,유럽,68.2,0.3
오스트레일리아,11424,391,39,13,2601,14468,2012-10,오세아니아,79.0,1.4
뉴질랜드,2150,40,9,0,530,2729,2012-10,오세아니아,78.8,0.3
대양주 기타,532,1,9,3,236,781,2012-10,오세아니아,68.1,0.1
남아프리카공화국,525,20,6,1,444,996,2012-10,아프리카,52.7,0.1
아프리카 기타,1410,800,152,63,509,2934,2012-10,아프리카,48.1,0.2
국적미상,16,10,0,0,0,26,2012-10,기타대륙,61.5,0.0
교포,0,0,0,0,30966,30966,2012-10,교포,0.0,0.0
일본,243495,1633,181,358,3814,249481,2012-11,아시아,97.6,36.7
대만,38529,35,3,49,879,39495,2012-11,아시아,97.6,5.8
홍콩,30714,33,2,29,666,31444,2012-11,아시아,97.7,4.6
마카오,2106,0,0,2,4,2112,2012-11,아시아,99.7,0.3
태국,26117,38,70,29,6163,32417,2012-11,아시아,80.6,3.9
말레이시아,18561,81,10,26,1465,20143,2012-11,아시아,92.1,2.8
필리핀,9386,224,56,28,17134,26828,2012-11,아시아,35.0,1.4
인도네시아,6285,383,32,53,3124,9877,2012-11,아시아,63.6,0.9
싱가포르,13985,127,1,15,1341,15469,2012-11,아시아,90.4,2.1
미얀마,1102,27,7,7,4284,5427,2012-11,아시아,20.3,0.2
베트남,3468,672,54,130,2751,7075,2012-11,아시아,49.0,0.5
인도,1794,2231,20,33,2851,6929,2012-11,아시아,25.9,0.3
스리랑카,329,21,4,4,640,998,2012-11,아시아,33.0,0.0
파키스탄,207,253,8,18,246,732,2012-11,아시아,28.3,0.0
방글라데시,156,137,39,12,400,744,2012-11,아시아,21.0,0.0
캄보디아,437,67,16,6,358,884,2012-11,아시아,49.4,0.1
몽골,4336,390,20,146,423,5315,2012-11,아시아,81.6,0.7
중국,155503,5930,334,2379,40387,204533,2012-11,아시아,76.0,23.4
이란,173,288,6,8,22,497,2012-11,아시아,34.8,0.0
이스라엘,995,5,3,2,84,1089,2012-11,아시아,91.4,0.1
터키,966,15,10,4,540,1535,2012-11,아시아,62.9,0.1
우즈베키스탄,887,1168,0,18,1394,3467,2012-11,아시아,25.6,0.1
카자흐스탄,477,124,5,9,221,836,2012-11,아시아,57.1,0.1
GCC,1106,84,33,40,84,1347,2012-11,아시아,82.1,0.2
아시아 기타,1550,538,75,30,868,3061,2012-11,아시아,50.6,0.2
미국,39742,556,1204,92,11655,53249,2012-11,아메리카,74.6,6.0
캐나다,7204,61,6,12,2758,10041,2012-11,아메리카,71.7,1.1
멕시코,545,14,3,21,288,871,2012-11,아메리카,62.6,0.1
브라질,1022,18,3,8,363,1414,2012-11,아메리카,72.3,0.2
미주 기타,1411,17,7,22,653,2110,2012-11,아메리카,66.9,0.2
영국,7041,386,7,6,1514,8954,2012-11,유럽,78.6,1.1
독일,6485,161,10,131,1773,8560,2012-11,유럽,75.8,1.0
프랑스,4255,247,24,132,855,5513,2012-11,유럽,77.2,0.6
네덜란드,1621,47,1,34,550,2253,2012-11,유럽,71.9,0.2
스웨덴,1117,69,9,48,169,1412,2012-11,유럽,79.1,0.2
스위스,911,13,2,12,129,1067,2012-11,유럽,85.4,0.1
이탈리아,2267,31,8,11,313,2630,2012-11,유럽,86.2,0.3
덴마크,656,53,0,14,73,796,2012-11,유럽,82.4,0.1
노르웨이,925,283,0,5,112,1325,2012-11,유럽,69.8,0.1
벨기에,567,31,1,13,83,695,2012-11,유럽,81.6,0.1
오스트리아,685,4,0,33,180,902,2012-11,유럽,75.9,0.1
스페인,1071,13,2,35,352,1473,2012-11,유럽,72.7,0.2
그리스,353,30,0,3,321,707,2012-11,유럽,49.9,0.1
포르투갈,642,4,0,0,94,740,2012-11,유럽,86.8,0.1
핀란드,548,18,0,18,216,800,2012-11,유럽,68.5,0.1
아일랜드,386,11,0,0,102,499,2012-11,유럽,77.4,0.1
우크라이나,516,113,1,3,1476,2109,2012-11,유럽,24.5,0.1
러시아,7066,976,38,22,7131,15233,2012-11,유럽,46.4,1.1
크로아티아,169,23,0,1,245,438,2012-11,유럽,38.6,0.0
